"Delete Rule","Kuralı Sil"
"Uses per customer","Müşteri başı kullanım"
"Customer Groups","Müşteri Grupları"
"Customer registered: %s","Müşteri kayıt tarihi : %s"
"Customer is new buyer: %s","Müşterinin ilk alışverişi : %s"
"ID","No"
"By Percentage of the original price","Orjinal fiyatın yüzdesi"
"To Percentage of the original price","Orjinal fiyatın yüzdesine"
"Inactive","Pasif"
"Promotions","Promosyonlar"
"Public In RSS Feed","RSS Akışında genel kullanıma açık"
"To Fixed Value","Sabit değere"
"By Fixed Amount","Sabit miktar"
"To Fixed Amount","Sabit miktara"
"Fixed amount discount","Sabit miktarlı indirim"
"By Fixed value","Sabit oran (%)"
"For matching items only","Sadece eşleşen ürünlere"
"Cart Attribute","Sepet Özelliği"
"Quantity in cart","Sepetteki adet"
"Price in cart","Sepetteki Ücret"
"Row total in cart","Sepetteki satır toplamı"
"Unable to find a page to delete","Silinecek sayfa bulunamadı"
"Checkout Price Rule","Sipariş toplamı kuralı"
"Fixed amount discount for whole cart","Siparişin tamamına sabit miktarlı indirim"
"For shipment with matching items","Siparişte eşleşen ürünlere"
"Total Weight","Toplam Ağırlık"
"Apply to","Uygula"
"Apply","Uygula"
"Buy X get Y free (discount amount is Y)","X i alırsan Y hediye (indirim miktarı Y'nin fiyatıdır)"
"By Percentage","Yüzde"
"To Percentage","Yüzdeye"
"New Rule","Yeni Kural"
"---------------version 1.2 - siteden cekilen dosyalarla eklendi--------------------","////////////////////////////////////////////////////////////////////////"
"Products subselection","Ürün alt-seçimi"
"--------------- v 1.3 2009-12-09 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"Apply to Shipping Amount","Teslimat Toplamına Uygula"
"Default Label","Varsayılan Ad"
"Default Rule Label for All Store Views","Bütün mağaza görünümleri için varsayılan Kural Adı"
"Labels","Adlar"
"Save And Continue Edit","Kaydet ve Düzenlemeye Devam Et"
"Store View Specific Labels","Mağaza Görünümüne Özel Adlar"
"Wrong rule specified.","Hatalı kural seçimi."
"--------------- v 1.3 2009-12-09 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.4.2.0 2010-12-09 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"%d Shopping Cart Price Rules based on ""%s"" attribute have been disabled.","""%s"" özelliği kullanılarak yapılan %d Kuponları iptal edildi."
"Apply To","Uygula"
"Auto","Otomatik"
"By Percentage of the Original Price","Orijinal Rakamın Yüzdesi"
"Can\'t acquire coupon.","Kupon alınamadı."
"Coupon","Kupon"
"Discount Amount","İndirim Toplamı"
"Free Shipping","Ücretsiz Teslimat"
"Item totals are not set for rule.","Ürün toplamları kural için kullanılmadı."
"Maximum Qty Discount is Applied To","İndirim Uygulanacak En Fazla Ürün Adedi"
"No Coupon","Kupon Yok"
"Number of Uses","Kullanım Sayısı"
"Period","Periyod"
"Sales Discount Amount","İndirim Toplamı"
"Sales Subtotal Amount","Ara Toplam"
"Sales Total Amount","Genel Toplam"
"Save and Continue Edit","Kaydet ve Düzenlemeye Devam Et"
"Special Price","Özel Fiyat"
"Specific Coupon","Özel Kupon"
"Stop Further Rules Processing","Önceki Kuralların Çalışmasını Durdur"
"Subtotal Amount","Ara Toplam"
"The rule has been deleted.","Kural silindi."
"The rule has been saved.","Kural kaydedildi."
"This rule no longer exists.","Kural bulunamıyor."
"To Percentage of the Original Price","Orijinal Fiyatın Yüzdesine"
"Total","Toplam"
"Total Amount","Toplam Ödenecek"
"Unable to find a rule to delete.","Silmek istediğiniz kural bulunamadı."
"Update Prices Using the Following Information","Aşağıdaki Bilgileri Kullanarak Fiyatları Güncelle"
"Uses per Coupon","Kupon başı Kullanım Sayısı"
"Uses per Customer","Müşteri başı Kullanım Sayısı"
"--------------- v 1.4.2.0 2010-12-09 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.5.1.0 2011-05-10 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"FOUND","BULUNDU"
"NOT FOUND","BULUNAMADI"
"--------------- v 1.5.1.0 2011-05-10 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.7.0.0-alpha 2012-01-22 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"%s Coupon(s) generated successfully","%s kupon oluşturuldu"
"Alphabetical","Alfabetik"
"Alphanumeric","Alfasayısal"
"An error occurred while generating coupons. Please review the log and try again.","Kupon oluşturma işleminde hata oluştu. Lütfen hata raporuna bakarak sorunu gideriniz."
"Are you sure you want to delete the selected coupon(s)?","Seçili kuponları silmek istediğinizden emin misiniz?"
"Auto Generated Specific Coupon Codes","Otomatik Üretilmiş Özel Kupon Kodları"
"Code Format","Kod Biçimi"
"Code Length","Kod Uzunluğu"
"Code Prefix","Kod Öneki"
"Code Suffix","Kod Soneki"
"Coupon Qty","Kupon Adedi"
"Coupon with the same code","Aynı kodla kupon"
"Coupons Information","Kupon Bilgisi"
"Created On","Oluşturulma Tarihi"
"Dash Every X Characters","Her X Karakterde bir virgül kullan"
"Excluding prefix, suffix and separators.","Önek, sonek ve ayraçlar hariç."
"Generate","Üret"
"If %s %s %s for a subselection of items in cart matching %s of these conditions:","Eğer %s %s %s sepetteki ürünlerin alt seçimi için %s şu durumlarla eşleşirse:"
"If an item is %s in the cart with %s of these conditions true:","Eğer bir ürün %s sepette %s ile birlikte ise ve şu durumlar oluştuysa:"
"If empty no separation.","Boş bırakırsanız ayraç kullanılmaz."
"If you select and save the rule you will be able to generate multiple coupon codes","Eğer kuralı seçip kaydettiyseniz çoklu kupon üretmeye hazırsınız demektir"
"Manage Coupons Codes","Kupon Kodlarını Yönet"
"Not valid data provided","Geçerli bir veri sağlanmadı"
"Numeric","Sayısal"
"Rule is not defined","Kural ayarlanmadı"
"Times Used","Kullanım Sayısı"
"Unable to create requested Coupon Qty. Please check settings and try again.","İstenen adette kupon üretilemedi. Lütfen ayarları kontrol ederek tekrar deneyiniz."
"Use Auto Generation","Otomatik Üret"
"Used","Kullanıldı"
"total amount","toplam ücret"
"total quantity","toplam adet"
"--------------- v 1.7.0.0-alpha 2012-01-22 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.7.0.0-alpha 2012-04-28 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"%s Coupon(s) have been generated","%s adet kupon üretildi"
"If you select and save the rule you will be able to generate multiple coupon codes.","Kuralı kaydettikten sonra çoklu kupon üretimi yapabilirsiniz."
"Manage Coupon Codes","Kupon Kodlarını Yönet"
"Website","Web Sitesi"
"Websites","Web Siteleri"
"--------------- v 1.7.0.0-alpha 2012-04-28 SONU --------------------","////////////////////////////////////////////////////////////////////////"
