"--------------- v 1.3 2009-12-09 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"Google Sitemap Section","Google Sitemap Bölümü"
"Include Virtual products in Price calculation","Ücret Hesaplanırken Sanal Ürünleri de ekle"
"Shipment Tracking Popup","Teslimat Takip Penceresi"
"The shipping module is not available.","Teslimat modülü kullanımda değil."
"Tracking Information","İzleme Bilgisi"
"--------------- v 1.3 2009-12-09 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.4.2.0 2010-12-09 BASI --------------------","////////////////////////////////////////////////////////////////////////"
" for more information or "," daha fazla bilgi için veya "
"Allow Shipping to Multiple Addresses","Birden Fazla Adrese Teslimata İzin ver"
"An error occurred while import table rates.","Fiyat tablosu alınırken hata oluştu."
"Include Virtual Products in Price Calculation","Fiyat Hesaplarken Hizmet Tipi Ürünleri de Ekle"
"Maximum Qty Allowed for Shipping to Multiple Addresses","Birden Fazla Adrese Teslimat Yapmak İçin İzin Verilen En Yüksek Adet"
"Method Name","Yöntem Adı"
"Minimum Order Amount","En Az Sipariş Toplamı"
"Ship to Applicable Countries","Mümkün olan Tüm Ülkelere Teslimat"
"Ship to Specific Countries","Sadece Belirlenen Ülkelere Teslimat"
"Show Method if Not Applicable","Uygun Olmadığında da Yöntemi Göster"
"Sort Order","Sıralama"
"Table Rates","Fiyat Tablosu"
"The shipping module is not available for selected delivery country.","Seçtiğiniz ülke için bu teslimat yöntemi kullanılamaz."
"This shipping method is not available, please specify ZIP-code","Teslimat yöntemi kullanılamıyor, Lütfen Posta Kodu giriniz"
"email us at ","bize e-mail ile ulaşın "
"--------------- v 1.4.2.0 2010-12-09 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.6.0.0-rc1 2011-07-19 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"Street Address","Adres"
"Street Address Line 2","Adres (Devam)"
"--------------- v 1.6.0.0-rc1 2011-07-19 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.7.0.0-alpha 2012-01-22 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"%1$d records have been imported. See the following list of errors for each record that has not been imported: %2$s","%1$d adet kayıt alındı. Alınamayan kayıtlar için hata listesine göz atabilirsiniz : %2$s"
"Duplicate Row #%s (Country ""%s"", Region/State ""%s"", Zip ""%s"" and Value ""%s"").","Çift kayıt #%s (Ülke ""%s"", Şehir/Bölge ""%s"", Posta Kodu ""%s"" ve Değer ""%s"")."
"Invalid %s ""%s"" in the Row #%s.","Hatalı %s ""%s"", ( #%s numaralı satırda )."
"Invalid Country ""%s"" in the Row #%s.","Hatalı ülke ""%s"", ( #%s numaralı satırda )."
"Invalid Region/State ""%s"" in the Row #%s.","Hatalı Şehir/Bölge ""%s"" ( #%s numaralı satırda )."
"Invalid Shipping Price ""%s"" in the Row #%s.","Hatalı teslimat ücreti ""%s"" ( #%s numaralı satırda )."
"Invalid Table Rates format in the Row #%s","#%s numaralı satırda hatalı teslimat ücreti."
"--------------- v 1.7.0.0-alpha 2012-01-22 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.7.0.0-alpha 2012-04-28 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"Divide to equal weight (one request)","Eşit ağırlıklara böl (tek istek)"
"File has not been imported. See the following list of errors: %s","Dosya içeri alınamadı. Hata listesine göz atın : %s"
"Use origin weight (few requests)","Asıl ağırlığını kullan (birden fazla istek)"
"--------------- v 1.7.0.0-alpha 2012-04-28 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.9.2.2 2016-05-21 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"Custom Value","Özel Değer"
"--------------- v 1.9.2.2 2016-05-21 SONU --------------------","////////////////////////////////////////////////////////////////////////"
