"Grand Total Excl. Tax","Genel Toplam Vergi Hariç"
"Grand Total Incl. Tax","Genel Toplam Vergi Dahil"
"Include Tax In Grand Total","Vergiyi Genel Toplama Ekle"
"Including Tax","Vergi Dahil"
"No","Hayır"
"Orders, Invoices, Creditmemos Display Settings","Siparişler, Faturalar, Borç Kayıtları Gösterim Ayarları"
"Price Display Settings","Fiyat Gösterim Ayarları"
"Range from","Aralık Başlangıcı"
"Range to","Aralık Sonu"
"Row Total","Satır Toplamı"
"Save And Continue Edit","Kaydet ve Düzenlemeye Devam Et"
"Shipping & Handling (Excl.Tax)","Teslimat ve Teslim alma (Vergi Hariç)"
"Shipping & Handling (Incl.Tax)","Teslimat ve Teslim alma (Vergi Dahil)"
"Shipping (Excl. Tax)","Teslimat (Vergi Hariç)"
"Shipping (Incl. Tax)","Teslimat (Vergi Dahil)"
"Shipping Excl. Tax (%s)","Teslimat Vergi Hariç (%s)"
"Shipping Incl. Tax (%s)","Teslimat Vergi Dahil (%s)"
"Shipping Prices","Teslimat Ücretleri"
"Shopping Cart Display Settings","Sepet Gösterim Seçenekleri"
"Subtotal (Excl. Tax)","Ara Toplam (Vergi Hariç)"
"Subtotal (Excl.Tax)","Ara Toplam (Vergi Hariç)"
"Subtotal (Incl. Tax)","Ara Toplam (Vergi Dahil)"
"Subtotal (Incl.Tax)","Ara Toplam (Vergi Dahil)"
"Tax Calculation Based On","Vergi Hesaplama : "
"Tax Calculation Method Based On","Vergi Hesaplama Yöntemi : "
"Total","Toplam"
"Unit Price","Ürün fiyatı"
"Whether Catalog Prices entered by Admin include Tax","Yönetici tarafından girilen fiyatlar Vergi Dahil olsun"
"Whether Shipping Amounts entered by Admin or obtained from Gateways include Tax","Yönetici tarafından girilen veya sağlayıcılardan çekilen kargo ücretlerinde Vergi Dahil olsun"
"Yes","Evet"
"Zip/Post Is Range","Zip/Posta Kodu aralıktır"
"--------------- v 1.3 2009-12-09 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.4.2.0 2010-12-09 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"An error occurred while deleting this rate.","Bu oran silinirken bir hata oluştu."
"An error occurred while deleting this rate. Incorrect rate ID.","Bu oran silinirken bir hata oluştu. Hatalı oran numarası."
"An error occurred while deleting this tax class.","Bu vergi sınıfı silinirken bir hata oluştu."
"An error occurred while deleting this tax rule.","Bu vergi kuralı silinirken bir hata oluştu."
"An error occurred while saving this rate.","Bu oran kaydedilirken bir hata oluştu."
"An error occurred while saving this tax class.","Bu vergi sınıfı kaydedilirken bir hata oluştu."
"An error occurred while saving this tax class. A class with the same name already exists.","Bu vergi sınıfı kaydedilirken bir hata oluştu. Aynı adda bir vergi sınıfı daha var."
"An error occurred while saving this tax rule.","Bu vergi kuralı kaydedilirken bir hata oluştu."
"Apply discount on price including tax is calculated based on store tax, if ""Apply Tax after Discount"" is selected.","Eğer ""Vergiyi İndirimden Sonra Uygula"" seçiliyse, indirimi -mağaza bazında vergi hesaplaması yapılarak- vergisi dahil olarak hesaplanan fiyata uygula."
"Display Full Tax Summary","Tam vergi özeti göster"
"Including and Excluding Tax","Vergi dahil ve hariç fiyat"
"Range From","Aralık Başlangıcı"
"Range To","Aralık Sonu"
"Rate Percent","Oran Yüzdesi"
"Save and Continue Edit","Kaydet ve Düzenlemeye Devam Et"
"The tax class has been deleted.","Vergi sınıfı silindi."
"The tax class has been saved.","Vergi sınıfı kaydedildi."
"The tax rate has been deleted.","Vergi oranı silindi."
"The tax rate has been imported.","Vergi oranı bilgisi alındı."
"The tax rate has been saved.","Vergi oranı kaydedildi."
"The tax rule has been deleted.","Vergi kuralı silindi."
"The tax rule has been saved.","Vergi kuralı kaydedildi."
"This rule no longer exists.","Vergi kuralı bulunamıyor."
"Whether catalog prices entered by admin include tax.","Yönetici tarafından girilen rakamlar da vergi dahil olsun."
"Whether shipping amounts entered by admin or obtained from gateways include tax.","Yönetici tarafından girilen veya şirketlerden çekilen teslimat ücretleri vergi dahil olsun."
"Zip/Post is Range","Posta Kodu alanı aralık olsun"
"--------------- v 1.4.2.0 2010-12-09 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.5.0.0-rc2 2011-02-05 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"Excel XML","Excel XML"
"Tax rate cannot be removed. It exists in tax rule","Vergi oranı silinemedi. Çünkü bu oran bir vergi kuralında kullanılmış"
"--------------- v 1.5.0.0-rc2 2011-02-05 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.6.0.0-rc2 2011-11-07 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"Shipping & Handling Tax","Teslim Alma ve Teslimat Vergisi"
"--------------- v 1.6.0.0-rc2 2011-11-07 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.7.0.0-alpha 2012-01-22 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"An error occurred while saving this tax class. A class with the same name","Bu vergi sınıfı kaydedilirken sorun oluştu. Aynı adda bir vergi sınıfı zaten var"
"--------------- v 1.7.0.0-alpha 2012-01-22 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.7.0.0-alpha 2012-04-28 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"Orders, Invoices, Credit Memos Display Settings","Siparişler, Faturalar, Ücret İadeleri Gösterim Ayarları"
"--------------- v 1.7.0.0-alpha 2012-04-28 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.8.0.0 2013-09-28 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"Calculate off subtotal only","Sadece ara toplamı hesapla"
"Click here to go to <a href=""%s"">Tax configuration</a> and change your settings.","<a href=""%s"">Vergi Ayarları</a>'na girerek ayarlarınızı değiştiriniz."
"Ignore this notification","Bu bildirimi yoksay"
"Maximum zip code length is 9.","İzin verilen en uzun posta kodu 9 haneden fazla olamaz."
"Please fill all required fields with valid information.","Lütfen tüm alanları geçerli verilerle doldurunuz."
"Please see <a href=""%s"">source</a> for more details.","Daha fazla detay için <a href=""%s"">kaynağa</a> göz atabilirsiniz."
"Range To should be equal or greater than Range From.","Aralık sonu değeri Aralık başlangıcı değerine eşit veya daha büyük olmalıdır."
"Rate Percent should be a positive number.","Yüzde değeri sıfırdan büyük (pozitif) bir değer olmalıdır."
"Subtotal only","Sadece ara toplam"
"Warning tax configuration can result in rounding errors","Dikkat! Vergi ayarları toplamlarda yuvarlama sorunlarına neden olabilir"
"Warning tax discount configuration might result in different discounts than a customer might expect","Dikkat! Vergi indirim ayarları müşteri indirimini hesaplarken müşterinin beklediğinden farklı indirim rakamları çıkmasına neden olabilir"
"Zip code should not contain characters other than digits.","Posta kodu alanında sadece rakamsal veri kullanılabilir."
"for store(s)","mağaza(lar) için"
"--------------- v 1.8.0.0 2013-09-28 SONU --------------------","////////////////////////////////////////////////////////////////////////"
"--------------- v 1.8.0.0 2014-05-07 BASI --------------------","////////////////////////////////////////////////////////////////////////"
"Warning tax configuration can result in unexpected FPT prices on applicable devices","Dikkat! Vergi ayarları beklenmeyen FPT fiyatlarının oluşmasına neden olabilir"
"--------------- v 1.8.0.0 2014-05-07 SONU --------------------","////////////////////////////////////////////////////////////////////////"
